fiber_type,resin_type,density_g_cm3,layer_count,curing_temperature_c,fiber_volume_fraction,void_content_pct,tensile_strength_mpa
Carbon,Phenolic,1.58,11,61.0,0.5,3.15,1472.5
Carbon,Vinyl Ester,1.55,17,82.4,0.58,2.73,2153.4
Carbon,Polyester,1.66,21,141.7,0.41,1.61,2503.3
Aramid,Vinyl Ester,2.05,12,82.0,0.62,2.13,1517.9
Aramid,Vinyl Ester,2.0,7,138.1,0.55,3.36,1069.7
Carbon,Polyester,1.61,9,154.9,0.57,0.89,2260.1
Aramid,Epoxy,1.54,22,153.3,0.64,2.59,2569.5
Basalt,Vinyl Ester,1.77,6,72.2,0.39,3.05,655.8
Glass,Epoxy,1.51,11,93.6,0.69,3.07,1043.2
Aramid,Epoxy,1.98,20,103.5,0.54,1.44,2447.2
Basalt,Phenolic,2.13,22,62.5,0.64,0.53,1599.3
Carbon,Epoxy,2.18,9,115.9,0.53,2.62,2210.0
Glass,Epoxy,1.65,21,146.3,0.41,2.9,1336.8
Aramid,Vinyl Ester,1.72,16,146.5,0.41,1.43,1896.4
Aramid,Epoxy,2.04,12,91.3,0.68,3.05,1706.6
Aramid,Vinyl Ester,1.9,21,76.3,0.42,0.56,1903.9
Basalt,Epoxy,2.15,10,133.3,0.49,0.71,1677.2
Aramid,Epoxy,1.63,21,93.3,0.59,0.72,2658.8
Glass,Epoxy,2.03,12,123.2,0.42,1.76,1122.3
Carbon,Epoxy,1.48,23,154.1,0.67,0.53,4667.3
Carbon,Polyester,1.84,14,133.8,0.6,1.77,2340.5
Aramid,Epoxy,1.72,8,80.5,0.52,1.31,1612.7
Carbon,Polyester,1.88,12,77.2,0.67,0.71,2235.4
Glass,Polyester,1.96,24,122.4,0.58,1.3,1328.8
Glass,Phenolic,1.89,14,112.6,0.44,0.51,1077.1
Basalt,Epoxy,1.49,15,121.2,0.42,3.32,1282.7
Glass,Phenolic,1.9,18,118.3,0.44,1.85,1102.2
Glass,Polyester,1.72,18,121.7,0.61,1.14,1228.6
Aramid,Polyester,1.66,20,85.9,0.5,2.67,1507.0
Carbon,Vinyl Ester,1.87,22,114.7,0.58,2.6,2609.7
Glass,Vinyl Ester,1.44,20,63.0,0.47,0.55,1161.4
Aramid,Phenolic,2.13,16,105.9,0.61,2.32,1647.1
Basalt,Vinyl Ester,2.07,11,98.3,0.52,1.35,1293.1
Basalt,Polyester,1.72,11,134.3,0.61,2.06,1216.4
Glass,Epoxy,1.87,12,86.9,0.48,3.19,898.5
Glass,Polyester,2.03,7,123.0,0.44,2.62,569.9
Basalt,Vinyl Ester,2.15,23,142.5,0.45,1.83,1613.8
Glass,Epoxy,1.64,12,65.6,0.52,3.28,888.5
Carbon,Polyester,1.92,6,152.4,0.39,2.05,1377.7
Glass,Polyester,2.15,23,148.2,0.63,2.56,1191.7
Basalt,Phenolic,1.6,15,113.6,0.47,1.56,1330.9
Basalt,Phenolic,2.03,19,151.4,0.68,1.48,1842.7
Aramid,Phenolic,2.1,14,67.8,0.64,1.55,1550.1
Glass,Polyester,2.04,22,94.5,0.51,1.74,1009.0
Basalt,Polyester,1.71,21,71.8,0.41,0.51,1368.5
Carbon,Epoxy,1.99,23,89.7,0.54,1.54,3360.8
Aramid,Polyester,1.5,20,70.5,0.43,2.06,1417.2
Basalt,Vinyl Ester,1.6,20,99.1,0.43,1.16,1550.8
Glass,Epoxy,1.73,6,114.1,0.59,2.61,835.9
Glass,Epoxy,1.8,24,114.7,0.55,0.57,1821.2
Glass,Phenolic,2.15,12,74.3,0.59,1.12,994.7
Glass,Polyester,2.12,12,137.3,0.68,2.83,954.8
Aramid,Epoxy,1.73,16,128.9,0.44,0.53,2453.5
Basalt,Epoxy,1.83,6,106.5,0.66,1.11,1307.8
Aramid,Polyester,1.81,24,145.5,0.66,1.9,2128.1
Glass,Polyester,1.71,13,61.6,0.45,1.12,849.8
Aramid,Epoxy,1.99,20,66.7,0.58,0.72,2428.0
Carbon,Epoxy,2.04,20,83.2,0.68,0.63,3741.8
Carbon,Phenolic,1.89,9,106.4,0.6,2.47,1766.6
Aramid,Phenolic,1.41,16,143.1,0.64,1.62,1988.9
Basalt,Vinyl Ester,1.44,9,136.7,0.55,2.85,1091.6
Glass,Polyester,2.04,22,61.5,0.42,2.64,879.2
Aramid,Phenolic,1.71,22,85.8,0.56,1.8,1796.3
Carbon,Phenolic,2.08,15,90.7,0.5,2.64,1965.7
Glass,Phenolic,1.88,7,102.5,0.67,2.02,727.8
Aramid,Phenolic,1.46,7,73.4,0.51,1.85,1071.4
Carbon,Polyester,1.83,8,153.9,0.57,1.47,1976.1
Glass,Phenolic,1.55,19,81.9,0.56,1.29,1176.9
Basalt,Phenolic,2.01,11,138.7,0.62,2.74,1214.3
Glass,Phenolic,1.57,10,86.0,0.36,3.14,631.9
Basalt,Polyester,1.93,11,102.9,0.42,2.04,958.9
Aramid,Epoxy,1.75,18,142.5,0.65,1.25,2758.2
Basalt,Vinyl Ester,2.2,16,153.4,0.63,2.52,1563.9
Aramid,Epoxy,1.77,20,90.4,0.46,3.38,1705.4
Basalt,Phenolic,1.65,11,61.7,0.67,2.62,1043.8
Basalt,Phenolic,1.51,16,60.5,0.68,1.74,1306.5
Basalt,Epoxy,1.91,24,104.2,0.6,1.67,2058.1
Basalt,Phenolic,1.88,16,152.9,0.47,2.08,1432.7
Glass,Polyester,1.44,16,143.3,0.48,3.09,913.3
Basalt,Vinyl Ester,2.14,17,110.0,0.59,2.59,1360.2
Aramid,Epoxy,1.91,9,101.4,0.42,0.63,1800.0
Carbon,Vinyl Ester,1.76,19,77.0,0.36,2.84,1924.6
Basalt,Phenolic,2.04,11,113.6,0.52,1.71,1239.1
Glass,Polyester,1.86,11,124.3,0.38,2.72,728.2
Basalt,Phenolic,1.45,22,120.7,0.66,3.15,1409.6
Carbon,Vinyl Ester,1.57,18,157.6,0.59,1.63,3038.8
Glass,Vinyl Ester,1.56,10,149.7,0.57,3.42,843.8
Basalt,Vinyl Ester,2.08,19,93.5,0.37,3.43,1078.8
Carbon,Epoxy,1.47,16,138.9,0.5,1.0,3410.5
Aramid,Phenolic,1.44,15,67.5,0.5,2.09,1407.0
Basalt,Phenolic,1.58,15,85.6,0.47,2.52,1104.3
Basalt,Phenolic,1.57,9,74.7,0.47,3.09,758.4
Basalt,Polyester,2.04,10,107.8,0.62,1.41,1198.5
Basalt,Vinyl Ester,1.4,22,104.2,0.69,1.69,1765.4
Carbon,Epoxy,1.55,21,114.7,0.7,2.49,3375.2
Carbon,Vinyl Ester,1.44,12,116.3,0.62,3.32,1936.1
Glass,Phenolic,1.92,17,108.3,0.64,1.58,1183.4
Aramid,Phenolic,1.73,12,105.4,0.62,0.88,1788.3
Glass,Phenolic,1.79,9,157.0,0.68,2.72,875.7
Aramid,Polyester,1.51,8,81.9,0.41,2.98,904.7
Basalt,Vinyl Ester,1.86,11,97.5,0.63,1.6,1330.6
Aramid,Phenolic,1.85,10,77.5,0.59,1.16,1478.9
Aramid,Vinyl Ester,1.61,18,122.3,0.56,0.66,2226.2
Basalt,Epoxy,1.59,9,105.8,0.47,0.78,1508.6
Glass,Vinyl Ester,1.63,13,152.5,0.63,2.27,1144.3
Glass,Epoxy,2.02,21,121.5,0.62,2.04,1570.9
Carbon,Epoxy,1.97,23,77.1,0.36,1.11,2985.5
Aramid,Epoxy,1.81,20,151.1,0.53,2.0,2424.8
Carbon,Vinyl Ester,1.53,8,135.4,0.43,1.51,1948.6
Basalt,Epoxy,2.02,13,88.1,0.41,1.64,1430.1
Aramid,Vinyl Ester,1.5,22,81.1,0.54,3.07,1625.4
Basalt,Vinyl Ester,2.14,23,91.8,0.61,1.79,1656.7
Aramid,Vinyl Ester,1.63,24,89.4,0.36,2.41,1597.5
Aramid,Epoxy,1.92,11,89.6,0.57,2.3,1643.8
Glass,Vinyl Ester,1.67,18,61.0,0.6,2.62,978.1
Aramid,Phenolic,2.19,8,74.2,0.46,3.05,958.1
Basalt,Phenolic,1.76,11,66.2,0.38,0.99,1067.3
Basalt,Vinyl Ester,1.52,19,104.9,0.67,1.07,1827.0
Basalt,Polyester,1.54,10,71.5,0.68,2.85,971.9
Aramid,Phenolic,2.09,17,101.1,0.49,3.15,1422.3
Glass,Polyester,1.55,8,94.2,0.5,2.99,578.1
Carbon,Epoxy,1.99,6,71.7,0.59,3.35,1481.7
Glass,Epoxy,1.87,10,95.5,0.37,1.15,1024.7
Aramid,Phenolic,1.87,8,116.7,0.58,3.2,1062.5
Glass,Phenolic,2.06,10,69.9,0.38,1.58,714.4
Aramid,Epoxy,1.87,10,66.7,0.56,2.72,1458.4
Basalt,Phenolic,1.48,18,116.8,0.45,3.31,1128.0
Carbon,Phenolic,2.19,14,63.2,0.62,1.22,2255.3
Carbon,Phenolic,2.19,6,85.3,0.55,1.58,1471.5
Glass,Vinyl Ester,2.06,11,149.6,0.63,0.97,1245.5
Glass,Epoxy,2.07,21,108.2,0.64,1.16,1682.1
Aramid,Phenolic,2.05,18,105.9,0.46,3.3,1382.9
Carbon,Vinyl Ester,1.78,11,76.1,0.58,3.41,1690.6
Glass,Epoxy,1.97,18,82.4,0.43,2.04,1222.5
Basalt,Phenolic,1.95,21,64.7,0.46,1.81,1337.5
Aramid,Vinyl Ester,2.17,8,95.5,0.49,2.53,1137.3
Aramid,Polyester,1.55,21,142.7,0.36,1.76,1711.2
Basalt,Phenolic,2.1,8,83.1,0.53,2.69,875.2
Glass,Phenolic,1.72,15,91.5,0.37,2.84,799.6
Aramid,Phenolic,1.76,18,125.8,0.35,3.33,1310.8
Glass,Vinyl Ester,1.8,15,144.4,0.52,2.04,1133.3
Glass,Polyester,1.86,21,148.4,0.55,2.99,1076.1
Aramid,Phenolic,1.59,24,94.6,0.58,2.92,1712.8
Carbon,Epoxy,1.72,21,121.9,0.51,2.84,2810.1
Aramid,Epoxy,1.56,15,122.3,0.43,1.42,2075.1
Basalt,Vinyl Ester,1.73,7,77.1,0.5,2.77,791.8
Glass,Epoxy,1.93,21,76.3,0.43,0.57,1457.6
Glass,Polyester,2.18,22,83.1,0.65,3.28,914.8
Aramid,Phenolic,1.86,23,145.8,0.61,3.34,1782.1
Glass,Phenolic,1.65,20,64.0,0.56,1.69,1063.8
Aramid,Vinyl Ester,1.97,13,150.4,0.48,2.15,1695.5
Basalt,Phenolic,1.74,16,140.6,0.43,1.18,1488.5
Glass,Vinyl Ester,2.1,21,93.2,0.58,3.11,1000.2
Glass,Epoxy,1.98,20,99.5,0.54,0.98,1610.8
Aramid,Vinyl Ester,1.52,11,94.7,0.49,0.88,1630.8
Carbon,Epoxy,2.06,18,93.8,0.63,1.24,3343.1
Glass,Vinyl Ester,1.49,11,84.1,0.59,2.98,778.3
Glass,Phenolic,2.06,23,64.5,0.58,2.11,1078.3
Basalt,Vinyl Ester,1.54,8,117.8,0.65,1.37,1175.3
Glass,Phenolic,1.9,15,102.7,0.47,2.19,925.3
Glass,Vinyl Ester,1.95,6,72.9,0.38,2.31,573.5
Aramid,Polyester,1.6,22,149.0,0.7,1.38,2314.2
Carbon,Polyester,2.09,17,66.1,0.45,0.78,2150.0
Aramid,Epoxy,1.51,8,127.6,0.56,2.31,1630.1
Carbon,Phenolic,1.62,15,129.2,0.43,2.38,2131.4
Glass,Polyester,1.57,10,125.0,0.42,0.87,877.1
Basalt,Polyester,1.55,7,101.1,0.39,0.58,951.9
Carbon,Phenolic,2.05,21,62.8,0.57,1.78,2319.1
Aramid,Polyester,1.93,19,99.8,0.63,2.28,1685.5
Basalt,Epoxy,1.42,15,114.7,0.64,0.88,2071.2
Carbon,Phenolic,2.08,18,89.3,0.53,2.59,2111.9
Basalt,Phenolic,2.03,6,143.8,0.57,2.24,962.9
Basalt,Vinyl Ester,2.14,13,72.8,0.5,0.63,1356.3
Basalt,Phenolic,2.12,19,72.7,0.39,2.94,1048.9
Basalt,Polyester,1.65,13,88.8,0.45,3.17,935.2
Glass,Vinyl Ester,1.66,24,74.8,0.38,2.95,919.3
Aramid,Epoxy,1.71,7,120.7,0.49,1.22,1643.3
Aramid,Epoxy,1.65,16,143.0,0.69,1.71,2587.0
Aramid,Polyester,1.78,6,100.3,0.59,2.55,992.7
Glass,Phenolic,1.51,8,133.9,0.58,0.86,923.7
Aramid,Phenolic,1.74,24,133.0,0.57,1.06,2317.8
Basalt,Epoxy,1.63,20,121.7,0.65,1.09,2274.5
Aramid,Epoxy,1.83,24,143.2,0.69,1.92,2865.4
Aramid,Polyester,1.44,15,142.0,0.36,1.99,1439.2
Carbon,Epoxy,1.89,6,157.7,0.54,0.91,2397.4
Aramid,Phenolic,1.46,12,106.6,0.42,2.61,1207.4
Glass,Epoxy,1.42,21,65.7,0.62,2.61,1289.5
Glass,Phenolic,1.94,16,153.1,0.59,1.42,1299.4
Glass,Vinyl Ester,1.65,16,156.9,0.48,0.69,1303.3
Aramid,Epoxy,1.8,19,66.1,0.52,0.82,2280.3
Glass,Vinyl Ester,1.4,20,121.6,0.51,1.69,1276.9
Basalt,Vinyl Ester,1.73,12,124.9,0.68,0.95,1712.1
Glass,Polyester,1.72,6,72.7,0.49,0.99,621.3
Glass,Phenolic,1.57,9,115.2,0.56,3.12,675.9
Aramid,Phenolic,1.83,16,116.6,0.67,1.69,1942.6
Basalt,Epoxy,1.51,20,147.0,0.48,2.34,1795.9
Basalt,Vinyl Ester,1.8,16,139.1,0.67,1.58,1753.1
Carbon,Epoxy,1.56,6,92.3,0.7,1.48,2164.9
Basalt,Polyester,1.78,23,118.1,0.68,2.52,1467.2
Glass,Polyester,2.05,12,158.3,0.38,2.94,761.3
Aramid,Polyester,1.92,17,65.5,0.56,3.21,1237.2
Basalt,Polyester,1.57,6,143.5,0.42,1.82,827.3
Carbon,Epoxy,1.45,7,142.6,0.57,2.85,1976.2
Glass,Epoxy,1.73,21,146.6,0.41,1.75,1486.9
Carbon,Epoxy,2.06,10,120.4,0.62,2.07,2569.6
Carbon,Vinyl Ester,1.93,20,122.5,0.35,0.93,2652.6
Aramid,Polyester,1.71,11,111.2,0.52,1.65,1441.6
Aramid,Polyester,1.52,9,60.7,0.36,2.16,969.3
Glass,Phenolic,1.61,12,69.8,0.37,1.06,845.5
Basalt,Epoxy,1.92,6,93.0,0.56,1.86,1120.9
Glass,Epoxy,2.04,19,111.9,0.44,1.57,1386.9
Aramid,Polyester,1.95,16,64.7,0.67,0.77,1804.7
Aramid,Epoxy,1.44,20,101.4,0.58,2.24,2192.5
Basalt,Polyester,2.19,21,155.7,0.56,2.69,1421.4
Glass,Epoxy,1.48,23,139.8,0.59,2.14,1573.5
Carbon,Vinyl Ester,2.14,20,103.7,0.57,2.44,2472.0
Carbon,Polyester,2.17,18,82.5,0.49,1.73,2155.9
Aramid,Polyester,1.54,24,93.4,0.61,1.76,1918.5
Aramid,Phenolic,2.09,22,155.7,0.66,2.46,2106.7
Basalt,Phenolic,1.94,21,123.3,0.62,3.48,1268.4
Glass,Epoxy,1.73,11,95.5,0.58,1.95,1197.1
Aramid,Phenolic,1.69,16,95.0,0.44,2.47,1403.8
Basalt,Polyester,1.46,20,62.5,0.47,2.84,1028.3
Basalt,Vinyl Ester,1.61,14,134.5,0.49,1.09,1519.5
Glass,Vinyl Ester,1.65,22,129.4,0.41,1.46,1255.7
Glass,Polyester,2.13,11,69.1,0.46,0.81,851.2
Glass,Phenolic,1.42,22,96.2,0.39,1.26,1082.5
Glass,Phenolic,1.62,22,146.2,0.55,3.17,1124.5
Aramid,Epoxy,2.0,24,85.6,0.46,0.99,2453.3
Basalt,Phenolic,2.03,23,90.6,0.54,2.26,1479.2
Basalt,Vinyl Ester,1.47,15,137.3,0.6,2.24,1462.4
Basalt,Phenolic,1.69,20,98.7,0.65,1.43,1612.1
Aramid,Vinyl Ester,1.85,10,105.9,0.55,2.49,1342.5
Carbon,Epoxy,2.15,15,133.6,0.42,0.9,3100.6
Basalt,Epoxy,1.51,16,82.1,0.4,3.08,1296.0
Basalt,Epoxy,1.94,15,151.2,0.36,2.04,1630.4
Aramid,Phenolic,2.04,19,97.4,0.66,0.95,2110.8
Aramid,Polyester,1.66,22,78.2,0.69,1.78,1888.6
Aramid,Polyester,1.52,16,124.5,0.61,1.2,1910.2
Aramid,Phenolic,1.62,20,152.2,0.63,2.98,1826.2
Aramid,Vinyl Ester,1.51,24,155.6,0.48,1.52,2308.0
Glass,Phenolic,1.79,13,141.2,0.38,2.3,983.3
Glass,Epoxy,2.1,15,136.5,0.4,2.57,1129.9
Aramid,Polyester,1.95,22,126.9,0.43,1.23,1859.4
Aramid,Polyester,1.4,24,155.2,0.47,2.49,1795.5
Carbon,Vinyl Ester,2.05,21,91.3,0.65,0.9,3133.1
Basalt,Polyester,1.6,8,76.9,0.37,2.65,755.4
Aramid,Phenolic,2.08,17,79.5,0.64,2.53,1543.9
Glass,Epoxy,1.65,22,106.1,0.64,2.99,1413.6
Basalt,Vinyl Ester,1.48,19,127.1,0.59,1.59,1727.2
Aramid,Polyester,1.73,19,92.6,0.37,1.55,1537.2
Carbon,Phenolic,1.59,20,84.9,0.68,1.39,2734.4
Basalt,Phenolic,1.41,22,82.2,0.37,1.27,1417.6
Carbon,Epoxy,1.54,23,104.1,0.66,2.02,3453.4
Basalt,Vinyl Ester,1.6,22,105.1,0.65,2.09,1672.9
Basalt,Epoxy,1.73,8,149.5,0.65,2.52,1397.2
Aramid,Polyester,2.14,12,92.1,0.56,3.49,1102.6
Glass,Epoxy,2.14,21,97.6,0.55,1.94,1450.5
Carbon,Polyester,2.06,11,133.3,0.66,2.67,2050.5
Aramid,Epoxy,1.96,9,111.2,0.47,1.62,1724.5
Glass,Vinyl Ester,1.43,11,70.8,0.43,2.75,752.9
Basalt,Phenolic,1.9,23,105.2,0.61,2.56,1485.2
Carbon,Vinyl Ester,1.94,7,106.1,0.7,1.95,1877.1
Carbon,Vinyl Ester,2.0,6,148.7,0.49,3.09,1434.2
Glass,Vinyl Ester,1.66,15,83.5,0.64,1.51,1089.5
Basalt,Vinyl Ester,1.4,6,155.1,0.4,2.11,908.1
Glass,Vinyl Ester,1.58,16,150.5,0.52,1.49,1227.0
Carbon,Epoxy,2.16,21,130.9,0.7,1.44,3982.6
Basalt,Polyester,1.97,24,92.6,0.36,2.78,1143.7
Glass,Phenolic,2.09,11,67.8,0.68,1.24,968.9
Glass,Polyester,1.41,21,71.6,0.64,2.01,1061.0
Glass,Epoxy,2.04,12,79.9,0.45,1.37,1077.5
Carbon,Phenolic,1.53,24,130.1,0.42,1.84,2550.1
Basalt,Polyester,1.92,14,124.6,0.4,2.14,1126.2
Glass,Epoxy,1.43,18,155.6,0.68,1.56,1731.8
Aramid,Phenolic,1.54,10,74.1,0.62,0.83,1535.5
Carbon,Epoxy,1.67,20,122.9,0.57,1.85,3366.6
Glass,Vinyl Ester,2.0,23,152.4,0.64,2.19,1439.1
Carbon,Vinyl Ester,2.06,9,115.2,0.43,1.78,1861.1
Aramid,Vinyl Ester,1.93,24,124.3,0.56,2.59,1991.3
Glass,Phenolic,1.78,23,107.3,0.48,2.05,1109.2
Glass,Vinyl Ester,1.56,6,145.4,0.6,1.58,799.6
Glass,Epoxy,1.59,7,99.7,0.44,2.94,754.0
Basalt,Epoxy,1.49,23,156.6,0.42,2.72,1837.5
Basalt,Polyester,1.83,23,132.9,0.46,2.3,1404.5
Glass,Epoxy,2.11,9,155.2,0.61,2.29,1159.3
Glass,Vinyl Ester,2.0,19,156.2,0.51,1.97,1224.9
Carbon,Epoxy,2.13,22,89.9,0.5,1.44,3247.3
Carbon,Vinyl Ester,2.19,9,154.1,0.57,2.72,1984.3
Basalt,Phenolic,2.08,6,65.1,0.49,2.52,760.8
Basalt,Polyester,1.91,21,126.2,0.43,0.84,1551.7
Carbon,Vinyl Ester,1.79,18,98.0,0.39,2.09,2240.0
Basalt,Polyester,1.64,17,113.6,0.57,2.54,1218.3
Basalt,Polyester,1.81,21,60.1,0.36,3.43,929.9
Carbon,Phenolic,1.84,19,120.0,0.61,2.81,2315.3
Basalt,Polyester,1.86,7,153.7,0.53,1.99,1002.1
Glass,Vinyl Ester,1.55,21,118.4,0.42,3.05,1020.4
Glass,Phenolic,1.68,10,78.2,0.5,1.0,891.3
Aramid,Vinyl Ester,1.56,22,111.8,0.61,3.01,1857.7
Carbon,Phenolic,2.14,8,90.6,0.44,2.59,1467.6
Glass,Epoxy,2.03,24,108.2,0.37,1.02,1510.8
Carbon,Polyester,1.97,9,118.3,0.39,0.86,1791.8
Glass,Vinyl Ester,1.79,17,109.0,0.54,1.5,1210.7
Glass,Phenolic,1.56,21,78.6,0.38,1.81,954.4
Glass,Polyester,1.85,23,67.0,0.66,1.66,1191.8
Glass,Epoxy,1.98,11,63.7,0.52,1.51,1117.8
Basalt,Vinyl Ester,1.47,13,93.7,0.41,1.34,1274.2
Aramid,Phenolic,1.78,23,67.5,0.39,3.01,1324.3
Carbon,Epoxy,2.01,15,117.7,0.39,0.61,3044.8
Basalt,Phenolic,2.07,12,103.8,0.65,1.29,1386.3
Aramid,Vinyl Ester,1.86,23,93.2,0.46,0.82,2081.3
Basalt,Epoxy,1.48,22,156.6,0.69,3.1,2058.0
Basalt,Polyester,1.9,10,89.0,0.42,1.3,1045.0
Basalt,Epoxy,1.48,7,65.6,0.52,3.24,929.9
Glass,Vinyl Ester,1.67,13,115.9,0.53,0.8,1246.5
Aramid,Phenolic,2.17,18,146.1,0.59,0.53,2344.4
Basalt,Phenolic,1.43,14,100.6,0.66,2.45,1279.0
Carbon,Phenolic,1.9,19,91.0,0.42,3.23,1846.4
Aramid,Vinyl Ester,1.55,11,107.4,0.43,2.35,1379.2
Glass,Vinyl Ester,1.66,21,85.3,0.5,3.04,978.0
Carbon,Epoxy,1.41,10,90.2,0.36,2.02,2042.7
Glass,Polyester,1.91,8,73.4,0.68,2.75,677.5
Carbon,Vinyl Ester,2.15,9,122.9,0.43,2.38,1762.0
Glass,Phenolic,2.2,16,139.8,0.61,0.69,1316.5
Basalt,Polyester,2.19,23,64.7,0.47,1.72,1265.0
Carbon,Phenolic,1.9,14,147.0,0.41,3.34,1793.7
Glass,Polyester,1.72,14,73.3,0.43,1.38,830.9
Basalt,Phenolic,1.58,7,107.4,0.41,1.56,898.6
Aramid,Polyester,2.11,12,61.7,0.47,2.89,1066.4
Basalt,Epoxy,1.63,9,110.5,0.35,2.58,1100.0
Aramid,Vinyl Ester,2.18,24,111.4,0.65,1.9,2202.0
Carbon,Phenolic,1.83,18,146.4,0.51,1.93,2586.8
Carbon,Epoxy,1.47,23,108.1,0.37,2.15,2855.2
Basalt,Phenolic,2.1,20,142.3,0.46,1.71,1589.8
Aramid,Polyester,1.89,19,72.9,0.45,2.84,1297.5
Glass,Phenolic,1.58,17,67.5,0.48,2.96,814.5
Glass,Epoxy,1.44,15,85.5,0.47,2.62,1066.0
Glass,Phenolic,1.5,22,88.2,0.41,0.62,1186.0
Glass,Phenolic,1.74,24,138.4,0.35,2.79,977.0
Glass,Polyester,1.75,22,158.7,0.44,2.03,1148.1
Aramid,Epoxy,2.16,21,156.2,0.53,1.86,2602.8
Carbon,Epoxy,2.17,23,92.4,0.68,2.97,3044.7
Carbon,Epoxy,1.71,13,75.5,0.5,2.03,2450.2
Aramid,Phenolic,1.65,18,147.0,0.52,2.64,1677.5
Glass,Vinyl Ester,2.04,7,153.8,0.59,2.21,837.0
Carbon,Polyester,2.15,14,61.4,0.44,1.85,1787.0
Aramid,Polyester,1.63,12,113.3,0.49,1.01,1584.9
Carbon,Epoxy,2.08,17,144.5,0.37,1.31,3092.9
Carbon,Epoxy,1.93,23,97.1,0.62,1.01,3753.2
Glass,Epoxy,1.68,14,138.2,0.52,2.88,1122.5
Basalt,Phenolic,1.59,22,135.1,0.43,0.93,1716.6
Basalt,Polyester,1.55,23,144.5,0.38,2.62,1327.2
Carbon,Phenolic,1.76,7,97.2,0.38,1.87,1438.4
Aramid,Epoxy,2.09,19,72.4,0.56,2.15,2096.4
Aramid,Phenolic,1.66,17,76.1,0.41,1.3,1573.5
Basalt,Phenolic,1.58,9,142.2,0.4,2.74,958.6
Carbon,Polyester,1.82,17,158.3,0.43,2.54,2194.7
Aramid,Vinyl Ester,1.89,12,127.7,0.37,2.29,1385.3
Basalt,Vinyl Ester,1.42,23,101.7,0.46,3.31,1279.8
Carbon,Polyester,1.5,17,108.4,0.43,1.26,2222.7
Aramid,Epoxy,1.98,14,81.7,0.48,1.67,1910.2
Basalt,Phenolic,2.16,8,104.4,0.46,2.65,837.3
Glass,Phenolic,1.47,19,144.5,0.48,2.56,1048.6
Basalt,Epoxy,1.45,14,159.3,0.62,1.18,2121.3
Carbon,Vinyl Ester,1.51,8,89.4,0.51,2.68,1546.7
Basalt,Vinyl Ester,2.19,14,70.4,0.55,2.09,1163.7
Carbon,Phenolic,1.86,8,107.4,0.47,2.24,1561.6
Aramid,Epoxy,1.86,15,131.4,0.51,0.58,2449.8
Carbon,Epoxy,1.5,7,85.8,0.51,0.9,2135.0
Glass,Epoxy,2.09,19,137.6,0.63,2.8,1432.3
Glass,Phenolic,1.86,6,105.8,0.54,0.6,762.2
Carbon,Polyester,1.47,24,89.3,0.54,0.9,2736.6
Glass,Phenolic,1.48,8,108.9,0.53,2.5,748.5
Basalt,Vinyl Ester,2.13,12,142.8,0.57,0.73,1613.7
Glass,Vinyl Ester,1.71,7,156.9,0.51,2.02,826.6
Aramid,Epoxy,2.15,24,103.7,0.51,2.87,2137.2
Carbon,Polyester,1.46,6,143.6,0.69,3.43,1402.9
Aramid,Phenolic,2.06,23,147.9,0.53,2.12,2041.6
Aramid,Polyester,1.87,24,69.7,0.37,2.28,1391.8
Carbon,Epoxy,2.09,7,106.9,0.67,2.42,2090.0
Glass,Vinyl Ester,2.18,22,158.1,0.58,2.95,1176.1
Glass,Epoxy,1.96,17,65.7,0.47,2.5,1097.2
Glass,Phenolic,2.19,16,67.7,0.58,2.96,830.4
Carbon,Polyester,1.74,19,153.8,0.47,1.84,2449.0
Basalt,Vinyl Ester,1.9,13,144.4,0.5,1.53,1512.5
Basalt,Epoxy,1.47,15,118.2,0.42,1.06,1797.2
Basalt,Polyester,1.44,11,80.3,0.7,2.12,1137.2
Glass,Vinyl Ester,2.2,18,62.7,0.61,2.38,1064.4
Glass,Polyester,1.56,9,88.4,0.59,1.42,841.9
Glass,Epoxy,1.9,15,111.3,0.47,1.49,1265.8
Glass,Polyester,1.46,23,143.4,0.37,2.74,1003.8
Aramid,Phenolic,1.63,6,61.9,0.5,0.6,1119.6
Basalt,Polyester,1.9,18,151.5,0.42,0.93,1560.9
Aramid,Phenolic,1.8,21,80.8,0.61,1.26,1962.7
Carbon,Vinyl Ester,2.07,24,151.2,0.67,1.0,3741.0
Aramid,Polyester,2.19,14,95.5,0.55,1.26,1597.7
Carbon,Epoxy,1.48,20,80.6,0.56,1.17,3284.2
Basalt,Polyester,1.95,18,90.2,0.42,1.41,1263.6
Glass,Epoxy,1.51,16,133.4,0.64,2.13,1432.8
Basalt,Phenolic,1.59,23,95.4,0.58,2.11,1539.4
Aramid,Vinyl Ester,1.61,22,149.1,0.55,3.0,1922.2
Carbon,Epoxy,1.53,21,127.4,0.69,3.46,2948.4
Basalt,Polyester,1.49,24,145.7,0.64,1.85,1759.7
Glass,Vinyl Ester,1.57,17,91.0,0.62,3.31,957.7
Glass,Phenolic,1.45,14,87.1,0.35,0.99,948.7
Glass,Vinyl Ester,1.65,15,62.8,0.48,2.38,885.2
Basalt,Vinyl Ester,1.92,24,146.9,0.41,0.64,1900.0
Carbon,Polyester,2.13,21,159.9,0.42,1.3,2687.3
Glass,Phenolic,1.8,17,123.0,0.7,1.53,1290.0
Carbon,Phenolic,1.99,8,70.0,0.45,2.95,1277.1
